iter	Logloss
402	0.2961629553
403	0.2958679417
404	0.2958412451
405	0.2956524644
406	0.2956322483
407	0.2954975893
408	0.2954291964
409	0.2954051668
410	0.2953141661
411	0.295240463
412	0.2951511988
413	0.2950372565
414	0.2949316199
415	0.2948388095
416	0.2947589492
417	0.2945585853
418	0.2944667536
419	0.2943361796
420	0.2942491519
421	0.2941515477
422	0.2940185497
423	0.2939407835
424	0.2937996195
425	0.2937144682
426	0.2935963716
427	0.2934542987
428	0.2932407982
429	0.2931735073
430	0.2930388021
431	0.2929235912
432	0.2927953125
433	0.2927237805
434	0.292593686
435	0.2924050033
436	0.2923429443
437	0.292185138
438	0.2921183452
439	0.2919789511
440	0.2917621153
441	0.2915964831
442	0.2914941501
443	0.2914473509
444	0.2912991646
445	0.291228324
446	0.2911093364
447	0.2909806879
448	0.2908314416
449	0.2907600543
450	0.290687052
451	0.2905205104
452	0.2904479092
453	0.290338656
454	0.2901849903
455	0.2901224203
456	0.2900431033
457	0.2899423653
458	0.2898582663
459	0.2897841299
460	0.2897399692
461	0.2896644106
462	0.2895315722
463	0.2893904564
464	0.2892816029
465	0.2891945621
466	0.2890980113
467	0.2890846292
468	0.2889815103
469	0.2888640172
470	0.2887826304
471	0.2886432404
472	0.2886088803
473	0.2885236836
474	0.288436572
475	0.2883927326
476	0.2883027382
477	0.2882407795
478	0.2881741086
479	0.288120086
480	0.2880232161
481	0.2880173653
482	0.2879564519
483	0.2878363493
484	0.2877388849
485	0.2874301304
486	0.2873728061
487	0.2871777591
488	0.2870436535
489	0.2870155295
490	0.2869040885
491	0.286695839
492	0.2866511663
493	0.2865762025
494	0.2864571456
495	0.2864191162
496	0.2863780035
497	0.2863648409
498	0.2863230573
499	0.2862314625
500	0.2859077416
501	0.2858408312
502	0.2857724917
503	0.2856581201
504	0.2855562245
505	0.2855037477
506	0.2854320017
507	0.2854071325
508	0.2853300764
509	0.2852669974
510	0.2849891598
511	0.2849253801
512	0.2848941846
513	0.2848038018
514	0.2847228347
515	0.284655316
516	0.2845824592
517	0.2845184556
518	0.284472625
519	0.2843771487
520	0.2842777889
521	0.2841992732
522	0.2839821704
523	0.2839329485
524	0.2838013346
525	0.2837899238
526	0.2836859394
527	0.2836583996
528	0.2836391219
529	0.2835355757
530	0.2834203018
531	0.2832952431
532	0.283224789
533	0.2832133388
534	0.2831019787
535	0.2830693099
536	0.2829611759
537	0.2828035278
538	0.2827640829
539	0.2826198576
540	0.2825593361
541	0.2825363423
542	0.2824792159
543	0.2823672416
544	0.2823373091
545	0.2822527447
546	0.2821812823
547	0.2821488103
548	0.2821084673
549	0.2820655137
550	0.2820495172
551	0.2819281494
552	0.2818150106
553	0.2817333439
554	0.2817062292
555	0.281645961
556	0.2815637315
557	0.2814128869
558	0.2813944113
559	0.2813149359
560	0.28120112
561	0.2811294541
562	0.2810968723
563	0.2810617846
564	0.2809740999
565	0.2808263354
566	0.2807921152
567	0.2806943069
568	0.2805961394
569	0.2804629435
570	0.2804538887
571	0.2803042906
572	0.2801329028
573	0.2800822679
574	0.2800403362
575	0.2799389942
576	0.2798574848
577	0.2797694699
578	0.2796681435
579	0.2796259658
580	0.2794308144
581	0.2793457584
582	0.279232234
583	0.2789408396
584	0.2788872459
585	0.2788274524
586	0.278727915
587	0.278655036
588	0.2786135896
589	0.2785391079
590	0.2784807201
591	0.2784368706
592	0.2783149574
593	0.2780854767
594	0.2780441771
595	0.2780173903
596	0.277869352
597	0.2778172165
598	0.277640223
599	0.2775682301
600	0.2775360963
601	0.2774872426
602	0.2772791548
603	0.2772349039
604	0.2771578974
605	0.2770628345
606	0.2768012765
607	0.2767820233
608	0.2767175496
609	0.2766986017
610	0.2765878778
611	0.2765430194
612	0.2764538075
613	0.2763914783
614	0.2763356919
615	0.2762863954
616	0.2762510967
617	0.2761600293
618	0.2760692026
619	0.2759733706
620	0.2759066259
621	0.2757006944
622	0.2756886431
623	0.2756531734
624	0.2753625842
625	0.2751085316
626	0.2750381226
627	0.2750276499
628	0.2748830972
629	0.2748212451
630	0.2745528828
631	0.2745055768
632	0.2744867409
633	0.2744525582
634	0.2744112069
635	0.2742083225
636	0.2742004897
637	0.2741684956
638	0.2741421461
639	0.2740887054
640	0.2740447978
641	0.2738994182
642	0.2738693648
643	0.2738510932
644	0.2738209544
645	0.2737799198
646	0.2737441185
647	0.2735807115
648	0.2734595287
649	0.2733898091
650	0.2733143098
651	0.2732227783
652	0.2731453724
653	0.2731436981
654	0.2730976481
655	0.2730402405
656	0.2729334847
657	0.2728177369
658	0.2728064784
659	0.2726758573
660	0.2725667606
661	0.272524677
662	0.272479723
663	0.2724099128
664	0.2723017905
665	0.2722534396
666	0.272184711
667	0.2720271756
668	0.2719667576
669	0.2718743575
670	0.2718264098
671	0.2717408248
672	0.2716327814
673	0.2715417709
674	0.2714230012
675	0.2714069258
676	0.2713788144
677	0.2712696806
678	0.271181177
679	0.2711223913
680	0.2710585602
681	0.2709660327
682	0.2709018671
683	0.2708175439
684	0.2707737166
685	0.2706866692
686	0.2705891055
687	0.2705522382
688	0.2703846723
689	0.2703515827
690	0.2702803573
691	0.2701447551
692	0.2700982694
693	0.269968592
694	0.269862898
695	0.2697599743
696	0.2693863494
697	0.2692120628
698	0.2690532773
699	0.2689839722
700	0.2687374498
701	0.2685337747
702	0.2684430175
703	0.2683598213
704	0.2683071495
705	0.2681380462
706	0.2681299918
707	0.2680272221
708	0.2679621283
709	0.2678156557
710	0.267791006
711	0.2676210016
712	0.2675909716
713	0.2674962877
714	0.2673467252
715	0.2671979809
716	0.2670737394
717	0.266959577
718	0.2668195157
719	0.2667502208
720	0.2666148111
721	0.2665817826
722	0.2665125195
723	0.2663396818
724	0.2662658337
725	0.2662255154
726	0.2660890905
727	0.2660093947
728	0.2658099472
729	0.2656958086
730	0.2655861192
731	0.2655424819
732	0.2655223467
733	0.265418936
734	0.265381421
735	0.2652268492
736	0.2651485207
737	0.2650965091
738	0.2649261029
739	0.2648622225
740	0.2646506887
741	0.264559836
742	0.2645434704
743	0.2644263398
744	0.2643911078
745	0.2643013213
746	0.2642569072
747	0.2640179002
748	0.2639837862
749	0.2638443616
750	0.2638239766
751	0.2637032479
752	0.2636767532
753	0.263619859
754	0.2635811095
755	0.2634106843
756	0.2632937175
757	0.2632377557
758	0.2631984811
759	0.2631815586
760	0.2631538181
761	0.263074063
762	0.2630391205
763	0.2629600921
764	0.2629286299
765	0.2629024937
766	0.2628742866
767	0.2628015535
768	0.2627065712
769	0.2626296731
770	0.2626189885
771	0.2624723663
772	0.2624153507
773	0.2623634895
774	0.2622444067
775	0.262112323
776	0.2620962427
777	0.2620250449
778	0.2619194401
779	0.2618959225
780	0.2618303021
781	0.2617499533
782	0.2616745988
783	0.2615964814
784	0.2615208903
785	0.2613270277
786	0.2612769206
787	0.2611055216
788	0.2609879561
789	0.2609088413
790	0.2607704407
791	0.2607375057
792	0.260689205
793	0.2606251757
794	0.2605438947
795	0.2604137888
796	0.2602657123
797	0.260184083
798	0.2600883019
799	0.2600483324
800	0.2600114928
801	0.2599636671
802	0.259850739
803	0.2597735198
804	0.2597128224
805	0.2596261198
806	0.2595406477
807	0.2594683167
808	0.2593766619
809	0.2593465724
810	0.2592950292
811	0.2592601337
812	0.2591629159
813	0.2591518228
814	0.2590672802
815	0.2590099782
816	0.2589246746
817	0.2589060609
818	0.2588111955
819	0.2587706796
820	0.2586650386
821	0.2585726401
822	0.2585251253
823	0.2583888123
824	0.2583268982
825	0.2582890603
826	0.2581851113
827	0.2580739345
828	0.2579838842
829	0.2578401606
830	0.2577983012
831	0.2576684996
832	0.2575367887
833	0.2575178993
834	0.2574320062
835	0.2573208336
836	0.2572211914
837	0.2571130166
838	0.257023656
839	0.2569592127
840	0.2569209081
841	0.2568348967
842	0.2567214566
843	0.2567053657
844	0.2566289119
845	0.2565697835
846	0.2564501161
847	0.2564078029
848	0.2563576394
849	0.2562955662
850	0.2562512199
851	0.2562067383
852	0.2561674866
853	0.2560856265
854	0.2560251129
855	0.2559665998
856	0.2559592462
857	0.2559552939
858	0.2557658188
859	0.2556014648
860	0.2555745964
861	0.2555528285
862	0.2554018742
863	0.2553624195
864	0.2552745424
865	0.2552300748
866	0.2550896642
867	0.255078669
868	0.2549665121
869	0.2548695956
870	0.2548113326
871	0.2546785855
872	0.2546671101
873	0.2545640719
874	0.2544660942
875	0.2543581163
876	0.2543328231
877	0.254287644
878	0.2542061971
879	0.2541543987
880	0.2540964449
881	0.254027089
882	0.2539547626
883	0.2539038068
884	0.2538365654
885	0.253759616
886	0.2536862999
887	0.2536330407
888	0.2535552597
889	0.2535323369
890	0.25348015
891	0.2533638426
892	0.2532514481
893	0.2531937724
894	0.2531642408
895	0.253148089
896	0.253087237
897	0.2530394036
898	0.2530242634
899	0.2529717176
900	0.2529265216
901	0.2528780462
902	0.2528499359
903	0.2528277743
904	0.2527924482
905	0.2527294724
906	0.252690554
907	0.2526457435
908	0.2525763501
909	0.2524357184
910	0.2523976479
911	0.2523680468
912	0.2522773024
913	0.2521942703
914	0.2521310844
915	0.2521087678
916	0.2519408962
917	0.2518857034
918	0.2518090353
919	0.2517451306
920	0.2517060789
921	0.2516111583
922	0.2514352276
923	0.251342533
924	0.2513065533
925	0.2512540177
926	0.2511618311
927	0.2510785022
928	0.2509858786
929	0.2509544333
930	0.2508721998
931	0.2508102958
932	0.2507409663
933	0.2506206006
934	0.2505647075
935	0.2504562264
936	0.2504064367
937	0.2503322502
938	0.2502136147
939	0.2502069855
940	0.2501532848
941	0.2501348006
942	0.2501287055
943	0.2500884175
944	0.2499840817
945	0.2499141431
946	0.2498308892
947	0.2498151192
948	0.2497659845
949	0.2496816904
950	0.2496082351
951	0.2494600592
952	0.2492748239
953	0.2491904022
954	0.2490328723
955	0.2489288831
956	0.2488803953
957	0.2488511757
958	0.2488363905
959	0.2487346006
960	0.2486548735
961	0.2485512172
962	0.2484855495
963	0.248446749
964	0.2483857607
965	0.2482935894
966	0.2481897204
967	0.2481462278
968	0.2480849238
969	0.2479332368
970	0.2478310883
971	0.2477405952
972	0.2476100951
973	0.2475125789
974	0.2475075081
975	0.2474948217
976	0.247476005
977	0.2474244473
978	0.2473787041
979	0.2472582908
980	0.247199673
981	0.2471424476
982	0.247082057
983	0.2470527893
984	0.2468794054
985	0.2467931555
986	0.2467444645
987	0.2466005909
988	0.2465489352
989	0.2465047423
990	0.2464851879
991	0.2464608892
992	0.2464096736
993	0.2464024652
994	0.2462945542
995	0.2462331017
996	0.2461396546
997	0.2460707755
998	0.2460538745
999	0.245993456
